movie_id,title,genre,keywords,cast,director,description,industry
146,Cosmic Chronicles 23,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
147,Hero Infinity 24,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
148,Marvel Protocol 25,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
149,Avenger Legacy 26,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
150,Quantum Reborn 27,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
151,Stellar War 28,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
152,Cosmic Rise 29,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
153,Hero Alliance 30,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
154,Marvel Chronicles 31,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
155,Avenger Infinity 32,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
156,Quantum Protocol 33,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
157,Stellar Legacy 34,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
158,Cosmic Reborn 35,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
159,Hero War 36,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
160,Marvel Rise 37,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
161,Avenger Alliance 38,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
162,Quantum Chronicles 39,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
163,Stellar Infinity 40,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
164,Cosmic Protocol 41,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
165,Hero Legacy 42,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
166,Marvel Reborn 43,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
167,Avenger War 44,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
168,Quantum Rise 45,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
169,Stellar Alliance 46,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
170,Cosmic Chronicles 47,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
171,Hero Infinity 48,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
172,Marvel Protocol 49,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
173,Avenger Legacy 50,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
174,Quantum Reborn 51,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
175,Stellar War 52,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
176,Cosmic Rise 53,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
177,Hero Alliance 54,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
178,Marvel Chronicles 55,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
179,Avenger Infinity 56,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
180,Quantum Protocol 57,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
181,Stellar Legacy 58,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
182,Cosmic Reborn 59,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
183,Hero War 60,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
184,Marvel Rise 61,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
185,Avenger Alliance 62,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
186,Quantum Chronicles 63,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
187,Stellar Infinity 64,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
188,Cosmic Protocol 65,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
189,Hero Legacy 66,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
190,Marvel Reborn 67,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
191,Avenger War 68,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
192,Quantum Rise 69,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
193,Stellar Alliance 70,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
194,Cosmic Chronicles 71,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
195,Hero Infinity 72,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
196,Marvel Protocol 73,Action Adventure Sci-Fi,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Marvel Studios Team,"A marvel story about superhero and power, combining action adventure sci-fi elements.",Marvel
197,Avenger Legacy 74,Action Sci-Fi Thriller,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Action Film Director,"A marvel story about superhero and power, combining action sci-fi thriller elements.",Marvel
198,Quantum Reborn 75,Action Adventure Fantasy,superhero power universe battle team technology marvel,Chris Evans Scarlett Johansson Chris Hemsworth,Sci-Fi Director,"A marvel story about superhero and power, combining action adventure fantasy elements.",Marvel
199,Gotham Knight 1,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
200,Metropolis Alliance 2,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
201,Justice Dawn 3,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
202,Dark Legacy 4,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
203,Crimson War 5,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
204,Legend Reckoning 6,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
205,Gotham Rise 7,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
206,Metropolis Shadow 8,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
207,Justice Knight 9,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
208,Dark Alliance 10,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
209,Crimson Dawn 11,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
210,Legend Legacy 12,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
211,Gotham War 13,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
212,Metropolis Reckoning 14,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
213,Justice Rise 15,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
214,Dark Shadow 16,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
215,Crimson Knight 17,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
216,Legend Alliance 18,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
217,Gotham Dawn 19,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
218,Metropolis Legacy 20,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
219,Justice War 21,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
220,Dark Reckoning 22,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
221,Crimson Rise 23,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
222,Legend Shadow 24,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
223,Gotham Knight 25,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
224,Metropolis Alliance 26,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
225,Justice Dawn 27,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
226,Dark Legacy 28,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
227,Crimson War 29,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
228,Legend Reckoning 30,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
229,Gotham Rise 31,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
230,Metropolis Shadow 32,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
231,Justice Knight 33,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
232,Dark Alliance 34,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
233,Crimson Dawn 35,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
234,Legend Legacy 36,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
235,Gotham War 37,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
236,Metropolis Reckoning 38,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
237,Justice Rise 39,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
238,Dark Shadow 40,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
239,Crimson Knight 41,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
240,Legend Alliance 42,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
241,Gotham Dawn 43,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
242,Metropolis Legacy 44,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
243,Justice War 45,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
244,Dark Reckoning 46,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
245,Crimson Rise 47,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
246,Legend Shadow 48,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
247,Gotham Knight 49,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
248,Metropolis Alliance 50,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
249,Justice Dawn 51,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
250,Dark Legacy 52,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
251,Crimson War 53,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
252,Legend Reckoning 54,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
253,Gotham Rise 55,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
254,Metropolis Shadow 56,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
255,Justice Knight 57,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
256,Dark Alliance 58,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
257,Crimson Dawn 59,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
258,Legend Legacy 60,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
259,Gotham War 61,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
260,Metropolis Reckoning 62,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
261,Justice Rise 63,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
262,Dark Shadow 64,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
263,Crimson Knight 65,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
264,Legend Alliance 66,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
265,Gotham Dawn 67,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
266,Metropolis Legacy 68,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
267,Justice War 69,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
268,Dark Reckoning 70,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
269,Crimson Rise 71,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
270,Legend Shadow 72,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
271,Gotham Knight 73,Action Adventure Fantasy,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,DC Studios Team,"A dc story about hero and city, combining action adventure fantasy elements.",DC
272,Metropolis Alliance 74,Action Crime Drama,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Comic Action Director,"A dc story about hero and city, combining action crime drama elements.",DC
273,Justice Dawn 75,Action Sci-Fi Thriller,hero city justice villain vigilante battle dc,Henry Cavill Gal Gadot Ben Affleck,Fantasy Director,"A dc story about hero and city, combining action sci-fi thriller elements.",DC
274,Dil Express 1,Drama Romance,family love friendship ambition India music journey bollywood,Ranbir Kapoor Alia Bhatt Shah Rukh Khan,Bollywood Director,"A bollywood story about family and love, combining drama romance elements.",Bollywood
275,Maya Returns 2,Comedy Drama Romance,family love friendship ambition India music journey bollywood,Ranbir Kapoor Alia Bhatt Shah Rukh Khan,Indian Drama Director,"A bollywood story about family and love, combining comedy drama romance elements.",Bollywood
276,Mumbai Ke Rang 3,Action Crime Drama,family love friendship ambition India music journey bollywood,Ranbir Kapoor Alia Bhatt Shah Rukh Khan,Commercial Hindi Film Director,"A bollywood story about family and love, combining action crime drama elements.",Bollywood
277,Rang Ki Dastaan 4,Drama Biography Romance,family love friendship ambition India music journey bollywood,Ranbir Kapoor Alia Bhatt Shah Rukh Khan,Bollywood Director,"A bollywood story about family and love, combining drama biography romance elements.",Bollywood
278,Safar Junction 5,Drama Romance,family love friendship ambition India music journey bollywood,Ranbir Kapoor Alia Bhatt Shah Rukh Khan,Indian Drama Director,"A bollywood story about family and love, combining drama romance elements.",Bollywood
279,Junoon Diaries 6,Comedy Drama Romance,family love friendship ambition India music journey bollywood,Ranbir Kapoor Alia Bhatt Shah Rukh Khan,Commercial Hindi Film Director,"A bollywood story about family and love, combining comedy drama romance elements.",Bollywood
280,Dosti Ka Safar 7,Action Crime Drama,family love friendship ambition India music journey bollywood,Ranbir Kapoor Alia Bhatt Shah Rukh Khan,Bollywood Director,"A bollywood story about family and love, combining action crime drama elements.",Bollywood
281,Pyaar Story 8,Drama Biography Romance,family love friendship ambition India music journey bollywood,Ranbir Kapoor Alia Bhatt Shah Rukh Khan,Indian Drama Director,"A bollywood story about family and love, combining drama biography romance elements.",Bollywood
282,Zindagi Express 9,Drama Romance,family love friendship ambition India music journey bollywood,Ranbir Kapoor Alia Bhatt Shah Rukh Khan,Commercial Hindi Film Director,"A bollywood story about family and love, combining drama romance elements.",Bollywood
