movie_id,title,genre,keywords,cast,director,description,rating,popularity
131,The Martian The Legacy,Sci-Fi Adventure Drama,mars astronaut survival space,Matt Damon|Jessica Chastain|Jeff Daniels,Ridley Scott,An astronaut stranded on Mars uses science and determination to survive. This new chapter explores another challenge involving the same themes.,7.9,15525
132,Gravity The Legacy,Sci-Fi Thriller Drama,space astronaut survival,Sandra Bullock|George Clooney|Ed Harris,Alfonso Cuaron,Astronauts struggle to survive after an accident in orbit. This new chapter explores another challenge involving the same themes.,7.62,15424
133,Top Gun Maverick The Legacy,Action Drama,fighter pilot aviation military,Tom Cruise|Miles Teller|Jennifer Connelly,Joseph Kosinski,An experienced pilot trains a new generation for a dangerous mission. This new chapter explores another challenge involving the same themes.,8.14,16003
134,John Wick The Legacy,Action Thriller Crime,assassin revenge gunfight,Keanu Reeves|Ian McShane|Willem Dafoe,Chad Stahelski,A retired assassin returns to action after a personal loss. This new chapter explores another challenge involving the same themes.,7.31,15434
135,Mad Max Fury Road The Legacy,Action Adventure Sci-Fi,desert survival chase dystopia,Tom Hardy|Charlize Theron|Nicholas Hoult,George Miller,A group escapes across a dangerous post-apocalyptic desert. This new chapter explores another challenge involving the same themes.,8.03,16183
136,The Hunger Games The Legacy,Action Adventure Sci-Fi Drama,dystopia survival competition rebellion,Jennifer Lawrence|Josh Hutcherson|Woody Harrelson,Gary Ross,A young woman enters a dangerous televised survival competition. This new chapter explores another challenge involving the same themes.,7.1,15530
137,Ready Player One The Legacy,Action Adventure Sci-Fi,virtual reality gaming future,Tye Sheridan|Olivia Cooke|Ben Mendelsohn,Steven Spielberg,A teenager enters a huge virtual world to compete for a valuable prize. This new chapter explores another challenge involving the same themes.,7.32,15854
138,Free Guy The Legacy,Action Comedy Sci-Fi,video game virtual world hero,Ryan Reynolds|Jodie Comer|Taika Waititi,Shawn Levy,A bank employee discovers that he is a character in a video game. This new chapter explores another challenge involving the same themes.,7.04,15753
139,The Social Network The Legacy,Drama Biography,technology startup friendship,Jesse Eisenberg|Andrew Garfield|Justin Timberlake,David Fincher,A college student creates a social network that changes the world. This new chapter explores another challenge involving the same themes.,7.71,16459
140,Oppenheimer The Legacy,Drama Biography History,science atomic bomb war scientist,Cillian Murphy|Emily Blunt|Robert Downey Jr,Christopher Nolan,A scientist leads a major wartime research project with historic consequences. This new chapter explores another challenge involving the same themes.,8.53,17293
141,The Pursuit of Happyness The Legacy,Drama Biography Family,career father son motivation,Will Smith|Jaden Smith|Thandiwe Newton,Gabriele Muccino,A struggling father works hard to build a better future for his son. This new chapter explores another challenge involving the same themes.,7.9,16895
142,Forrest Gump The Legacy,Drama Romance Comedy,life friendship history journey,Tom Hanks|Robin Wright|Gary Sinise,Robert Zemeckis,A kind man experiences major events while following his own path. This new chapter explores another challenge involving the same themes.,8.72,17729
143,The Shawshank Redemption The Legacy,Drama Crime,prison friendship hope,Tim Robbins|Morgan Freeman|Bob Gunton,Frank Darabont,A prisoner builds friendship and hope while serving a long sentence. This new chapter explores another challenge involving the same themes.,9.24,18308
144,Good Will Hunting The Legacy,Drama Romance,genius friendship mathematics,Matt Damon|Robin Williams|Ben Affleck,Gus Van Sant,A gifted young man receives guidance while dealing with personal struggles. This new chapter explores another challenge involving the same themes.,8.21,17569
145,La La Land The Legacy,Comedy Drama Romance,music jazz dreams love,Ryan Gosling|Emma Stone|John Legend,Damien Chazelle,Two artists pursue their dreams while falling in love in Los Angeles. This new chapter explores another challenge involving the same themes.,7.93,17468
146,The Notebook The Legacy,Drama Romance,love relationship memory,Ryan Gosling|Rachel McAdams|James Garner,Nick Cassavetes,A lifelong love story is remembered through an old notebook. This new chapter explores another challenge involving the same themes.,7.7,17410
147,Knives Out The Legacy,Comedy Crime Mystery,detective murder mansion family,Daniel Craig|Ana de Armas|Chris Evans,Rian Johnson,A detective investigates a mysterious death inside a wealthy family. This new chapter explores another challenge involving the same themes.,7.82,7649
148,The Conjuring The Legacy,Horror Mystery Thriller,haunted house ghost family,Vera Farmiga|Patrick Wilson|Lili Taylor,James Wan,Paranormal investigators help a family facing supernatural activity. This new chapter explores another challenge involving the same themes.,7.44,7463
149,A Quiet Place The Legacy,Horror Sci-Fi Thriller,monsters survival family silence,Emily Blunt|John Krasinski|Millicent Simmonds,John Krasinski,A family survives in silence while dangerous creatures hunt by sound. This new chapter explores another challenge involving the same themes.,7.41,7574
150,Get Out The Legacy,Horror Mystery Thriller,family hypnosis mystery,Daniel Kaluuya|Allison Williams|Bradley Whitford,Jordan Peele,A young man discovers disturbing secrets while visiting his girlfriend's family. This new chapter explores another challenge involving the same themes.,7.63,7898
151,Train to Busan The Legacy,Action Horror Thriller,zombies train survival outbreak,Gong Yoo|Jung Yu-mi|Ma Dong-seok,Yeon Sang-ho,Passengers fight to survive a zombie outbreak aboard a train. This new chapter explores another challenge involving the same themes.,7.5,7925
152,The Grand Budapest Hotel The Legacy,Comedy Drama Adventure,hotel friendship mystery europe,Ralph Fiennes|Tony Revolori|Adrien Brody,Wes Anderson,A hotel concierge and his young assistant become involved in a mysterious adventure. This new chapter explores another challenge involving the same themes.,8.02,8504
153,Catch Me If You Can The Legacy,Crime Drama Biography,con artist FBI identity fraud,Leonardo DiCaprio|Tom Hanks|Christopher Walken,Steven Spielberg,A young con artist stays ahead of an FBI agent while changing identities. This new chapter explores another challenge involving the same themes.,8.04,8657
154,The Departed The Legacy,Crime Drama Thriller,police mafia undercover crime,Leonardo DiCaprio|Matt Damon|Jack Nicholson,Martin Scorsese,An undercover police officer and a criminal informant work inside rival organizations. This new chapter explores another challenge involving the same themes.,8.41,9109
155,Fight Club The Legacy,Drama Thriller,identity rebellion friendship underground,Brad Pitt|Edward Norton|Helena Bonham Carter,David Fincher,A dissatisfied worker forms an underground club that grows beyond control. This new chapter explores another challenge involving the same themes.,8.73,9518
156,The Prestige The Legacy,Drama Mystery Sci-Fi,magic rivalry illusion obsession,Christian Bale|Hugh Jackman|Scarlett Johansson,Christopher Nolan,Two rival magicians become obsessed with creating the perfect illusion. This new chapter explores another challenge involving the same themes.,8.4,9375
157,Memento The Legacy,Mystery Thriller Drama,memory detective revenge crime,Guy Pearce|Carrie-Anne Moss|Joe Pantoliano,Christopher Nolan,A man with short-term memory loss investigates a mysterious crime. This new chapter explores another challenge involving the same themes.,8.32,9444
158,The Truman Show The Legacy,Comedy Drama Sci-Fi,television reality life mystery,Jim Carrey|Laura Linney|Ed Harris,Peter Weir,A man slowly discovers that his entire life is being filmed for television. This new chapter explores another challenge involving the same themes.,8.14,9428
159,Back to the Future The Legacy,Adventure Comedy Sci-Fi,time travel car teenager,Michael J Fox|Christopher Lloyd|Lea Thompson,Robert Zemeckis,A teenager travels through time using a modified car. This new chapter explores another challenge involving the same themes.,8.41,9794
160,Alien The Legacy,Horror Sci-Fi Thriller,space creature survival crew,Sigourney Weaver|Tom Skerritt|John Hurt,Ridley Scott,A space crew encounters a deadly creature aboard their spacecraft. This new chapter explores another challenge involving the same themes.,8.43,9948
161,Edge of Tomorrow The Legacy,Action Sci-Fi,time loop alien war soldier,Tom Cruise|Emily Blunt|Bill Paxton,Doug Liman,A soldier relives the same battle repeatedly while fighting an alien invasion. This new chapter explores another challenge involving the same themes.,7.8,9550
162,Pacific Rim The Legacy,Action Sci-Fi Adventure,robots monsters ocean battle,Charlie Hunnam|Idris Elba|Rinko Kikuchi,Guillermo del Toro,Giant robots fight enormous creatures emerging from the ocean. This new chapter explores another challenge involving the same themes.,6.82,8854
163,Men in Black The Legacy,Action Comedy Sci-Fi,aliens secret agents government,Will Smith|Tommy Lee Jones|Linda Fiorentino,Barry Sonnenfeld,Secret agents protect Earth from hidden alien activity. This new chapter explores another challenge involving the same themes.,7.24,9348
164,E.T. The Legacy,Adventure Sci-Fi Family,alien friendship children space,Henry Thomas|Drew Barrymore|Dee Wallace,Steven Spielberg,A child helps a stranded alien return home. This new chapter explores another challenge involving the same themes.,7.81,9969
165,Toy Story The Legacy,Animation Comedy Adventure,toys friendship childhood,Tom Hanks|Tim Allen|Don Rickles,John Lasseter,Living toys learn about friendship when a new toy arrives. This new chapter explores another challenge involving the same themes.,8.23,10463
166,Finding Nemo The Legacy,Animation Adventure Comedy,ocean fish family friendship,Albert Brooks|Ellen DeGeneres|Alexander Gould,Andrew Stanton,A father fish crosses the ocean to find his missing son. This new chapter explores another challenge involving the same themes.,8.1,10490
167,The Lion King The Legacy,Animation Adventure Drama,lion family kingdom friendship,Matthew Broderick|Jeremy Irons|James Earl Jones,Roger Allers,A young lion learns to accept his responsibility as king. This new chapter explores another challenge involving the same themes.,8.42,10899
168,Coco The Legacy,Animation Adventure Fantasy,music family mexico memory,Anthony Gonzalez|Gael Garcia Bernal|Benjamin Bratt,Lee Unkrich,A young musician enters the world of the dead to discover his family history. This new chapter explores another challenge involving the same themes.,8.34,10968
169,Inside Out The Legacy,Animation Comedy Drama,emotions childhood family,Amy Poehler|Phyllis Smith|Bill Hader,Pete Docter,A girl's emotions help her adapt to a major change in her life. This new chapter explores another challenge involving the same themes.,8.01,10824
170,Up The Legacy,Animation Adventure Comedy,house journey friendship,Ed Asner|Christopher Plummer|Jordan Nagai,Pete Docter,An elderly man travels to a distant place with a young companion. This new chapter explores another challenge involving the same themes.,8.23,11148
171,Ratatouille The Legacy,Animation Comedy Drama,cooking chef paris food,Patton Oswalt|Ian Holm|Lou Romano,Brad Bird,A talented rat dreams of becoming a chef in Paris. This new chapter explores another challenge involving the same themes.,8.0,11090
172,Avatar The Return,Action Adventure Fantasy,alien planet space survival,Sam Worthington|Zoe Saldana|Sigourney Weaver,James Cameron,A marine joins an alien world and fights to protect its people. This new chapter explores another challenge involving the same themes.,7.67,10946
173,Titanic The Return,Drama Romance,love ship ocean tragedy,Leonardo DiCaprio|Kate Winslet|Billy Zane,James Cameron,A young couple falls in love aboard a famous ocean liner. This new chapter explores another challenge involving the same themes.,7.79,11185
174,The Avengers The Return,Action Adventure Sci-Fi,superhero marvel team alien,Robert Downey Jr|Chris Evans|Scarlett Johansson,Joss Whedon,Superheroes join forces to protect Earth from a powerful enemy. This new chapter explores another challenge involving the same themes.,7.86,11382
175,Iron Man The Return,Action Adventure Sci-Fi,superhero technology armor marvel,Robert Downey Jr|Gwyneth Paltrow|Jeff Bridges,Jon Favreau,A genius inventor creates a powerful armored suit. This new chapter explores another challenge involving the same themes.,7.78,11451
176,Interstellar The Return,Sci-Fi Drama Adventure,space astronaut planet time,Matthew McConaughey|Anne Hathaway|Jessica Chastain,Christopher Nolan,Astronauts travel through space searching for a new home for humanity. This new chapter explores another challenge involving the same themes.,8.55,12242
177,Inception The Return,Action Sci-Fi Thriller,dream heist mind technology,Leonardo DiCaprio|Joseph Gordon-Levitt|Tom Hardy,Christopher Nolan,A skilled thief enters dreams to steal valuable information. This new chapter explores another challenge involving the same themes.,8.67,12481
178,The Dark Knight The Return,Action Crime Drama,batman joker superhero crime,Christian Bale|Heath Ledger|Gary Oldman,Christopher Nolan,Batman faces a dangerous criminal who creates chaos in Gotham. This new chapter explores another challenge involving the same themes.,8.89,12805
179,Jurassic Park The Return,Adventure Sci-Fi Thriller,dinosaurs island science survival,Sam Neill|Laura Dern|Jeff Goldblum,Steven Spielberg,Scientists create a dinosaur park that becomes dangerously uncontrollable. This new chapter explores another challenge involving the same themes.,8.06,12237
180,The Matrix The Return,Action Sci-Fi Thriller,computer virtual reality hacker,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss,The Wachowskis,A computer hacker discovers that reality is a sophisticated simulation. This new chapter explores another challenge involving the same themes.,8.58,12816
181,Guardians of the Galaxy The Return,Action Adventure Sci-Fi Comedy,space superhero marvel team,Chris Pratt|Zoe Saldana|Dave Bautista,James Gunn,A group of unusual heroes protects the galaxy from a powerful threat. This new chapter explores another challenge involving the same themes.,7.85,12332
182,Doctor Strange The Return,Action Adventure Fantasy,magic superhero marvel multiverse,Benedict Cumberbatch|Rachel McAdams|Chiwetel Ejiofor,Scott Derrickson,A surgeon learns mystical powers and protects reality from magical threats. This new chapter explores another challenge involving the same themes.,7.37,12061
183,Black Panther The Return,Action Adventure Sci-Fi,superhero wakanda africa marvel,Chadwick Boseman|Michael B Jordan|Lupita Nyongo,Ryan Coogler,A new king protects Wakanda from an ambitious rival. This new chapter explores another challenge involving the same themes.,7.19,12045
184,The Lord of the Rings The Return,Adventure Fantasy Drama,magic ring middle earth quest,Elijah Wood|Ian McKellen|Viggo Mortensen,Peter Jackson,A young hobbit begins a dangerous quest to destroy a powerful ring. This new chapter explores another challenge involving the same themes.,8.66,13432
185,Harry Potter The Return,Adventure Fantasy Family,magic wizard school friendship,Daniel Radcliffe|Emma Watson|Rupert Grint,Chris Columbus,A young wizard begins his education at a magical school. This new chapter explores another challenge involving the same themes.,7.48,12566
186,Star Wars The Return,Action Adventure Sci-Fi,space jedi rebellion empire,Mark Hamill|Harrison Ford|Carrie Fisher,George Lucas,A young hero joins a rebellion against a powerful space empire. This new chapter explores another challenge involving the same themes.,8.45,13527
187,Dune The Return,Sci-Fi Adventure Drama,desert space politics prophecy,Timothee Chalamet|Zendaya|Rebecca Ferguson,Denis Villeneuve,A young noble enters a dangerous desert world filled with political conflict. This new chapter explores another challenge involving the same themes.,7.87,13171
188,The Martian The Return,Sci-Fi Adventure Drama,mars astronaut survival space,Matt Damon|Jessica Chastain|Jeff Daniels,Ridley Scott,An astronaut stranded on Mars uses science and determination to survive. This new chapter explores another challenge involving the same themes.,7.89,13325
189,Gravity The Return,Sci-Fi Thriller Drama,space astronaut survival,Sandra Bullock|George Clooney|Ed Harris,Alfonso Cuaron,Astronauts struggle to survive after an accident in orbit. This new chapter explores another challenge involving the same themes.,7.56,13182
190,Top Gun Maverick The Return,Action Drama,fighter pilot aviation military,Tom Cruise|Miles Teller|Jennifer Connelly,Joseph Kosinski,An experienced pilot trains a new generation for a dangerous mission. This new chapter explores another challenge involving the same themes.,8.08,13761
191,John Wick The Return,Action Thriller Crime,assassin revenge gunfight,Keanu Reeves|Ian McShane|Willem Dafoe,Chad Stahelski,A retired assassin returns to action after a personal loss. This new chapter explores another challenge involving the same themes.,7.25,13192
192,Mad Max Fury Road The Return,Action Adventure Sci-Fi,desert survival chase dystopia,Tom Hardy|Charlize Theron|Nicholas Hoult,George Miller,A group escapes across a dangerous post-apocalyptic desert. This new chapter explores another challenge involving the same themes.,7.97,13941
193,The Hunger Games The Return,Action Adventure Sci-Fi Drama,dystopia survival competition rebellion,Jennifer Lawrence|Josh Hutcherson|Woody Harrelson,Gary Ross,A young woman enters a dangerous televised survival competition. This new chapter explores another challenge involving the same themes.,7.09,13330
194,Ready Player One The Return,Action Adventure Sci-Fi,virtual reality gaming future,Tye Sheridan|Olivia Cooke|Ben Mendelsohn,Steven Spielberg,A teenager enters a huge virtual world to compete for a valuable prize. This new chapter explores another challenge involving the same themes.,7.26,13612
195,Free Guy The Return,Action Comedy Sci-Fi,video game virtual world hero,Ryan Reynolds|Jodie Comer|Taika Waititi,Shawn Levy,A bank employee discovers that he is a character in a video game. This new chapter explores another challenge involving the same themes.,6.98,13511
196,The Social Network The Return,Drama Biography,technology startup friendship,Jesse Eisenberg|Andrew Garfield|Justin Timberlake,David Fincher,A college student creates a social network that changes the world. This new chapter explores another challenge involving the same themes.,7.65,14217
197,Oppenheimer The Return,Drama Biography History,science atomic bomb war scientist,Cillian Murphy|Emily Blunt|Robert Downey Jr,Christopher Nolan,A scientist leads a major wartime research project with historic consequences. This new chapter explores another challenge involving the same themes.,8.47,15051
198,The Pursuit of Happyness The Return,Drama Biography Family,career father son motivation,Will Smith|Jaden Smith|Thandiwe Newton,Gabriele Muccino,A struggling father works hard to build a better future for his son. This new chapter explores another challenge involving the same themes.,7.89,14695
199,Forrest Gump The Return,Drama Romance Comedy,life friendship history journey,Tom Hanks|Robin Wright|Gary Sinise,Robert Zemeckis,A kind man experiences major events while following his own path. This new chapter explores another challenge involving the same themes.,8.66,15487
200,The Shawshank Redemption The Return,Drama Crime,prison friendship hope,Tim Robbins|Morgan Freeman|Bob Gunton,Frank Darabont,A prisoner builds friendship and hope while serving a long sentence. This new chapter explores another challenge involving the same themes.,9.18,16066
201,Good Will Hunting The Return,Drama Romance,genius friendship mathematics,Matt Damon|Robin Williams|Ben Affleck,Gus Van Sant,A gifted young man receives guidance while dealing with personal struggles. This new chapter explores another challenge involving the same themes.,8.15,15327
202,La La Land The Return,Comedy Drama Romance,music jazz dreams love,Ryan Gosling|Emma Stone|John Legend,Damien Chazelle,Two artists pursue their dreams while falling in love in Los Angeles. This new chapter explores another challenge involving the same themes.,7.87,15226
203,The Notebook The Return,Drama Romance,love relationship memory,Ryan Gosling|Rachel McAdams|James Garner,Nick Cassavetes,A lifelong love story is remembered through an old notebook. This new chapter explores another challenge involving the same themes.,7.69,15210
204,Knives Out The Return,Comedy Crime Mystery,detective murder mansion family,Daniel Craig|Ana de Armas|Chris Evans,Rian Johnson,A detective investigates a mysterious death inside a wealthy family. This new chapter explores another challenge involving the same themes.,7.76,15407
205,The Conjuring The Return,Horror Mystery Thriller,haunted house ghost family,Vera Farmiga|Patrick Wilson|Lili Taylor,James Wan,Paranormal investigators help a family facing supernatural activity. This new chapter explores another challenge involving the same themes.,7.38,15221
206,A Quiet Place The Return,Horror Sci-Fi Thriller,monsters survival family silence,Emily Blunt|John Krasinski|Millicent Simmonds,John Krasinski,A family survives in silence while dangerous creatures hunt by sound. This new chapter explores another challenge involving the same themes.,7.35,15332
207,Get Out The Return,Horror Mystery Thriller,family hypnosis mystery,Daniel Kaluuya|Allison Williams|Bradley Whitford,Jordan Peele,A young man discovers disturbing secrets while visiting his girlfriend's family. This new chapter explores another challenge involving the same themes.,7.57,15656
208,Train to Busan The Return,Action Horror Thriller,zombies train survival outbreak,Gong Yoo|Jung Yu-mi|Ma Dong-seok,Yeon Sang-ho,Passengers fight to survive a zombie outbreak aboard a train. This new chapter explores another challenge involving the same themes.,7.49,15725
209,The Grand Budapest Hotel The Return,Comedy Drama Adventure,hotel friendship mystery europe,Ralph Fiennes|Tony Revolori|Adrien Brody,Wes Anderson,A hotel concierge and his young assistant become involved in a mysterious adventure. This new chapter explores another challenge involving the same themes.,7.96,16262
210,Catch Me If You Can The Return,Crime Drama Biography,con artist FBI identity fraud,Leonardo DiCaprio|Tom Hanks|Christopher Walken,Steven Spielberg,A young con artist stays ahead of an FBI agent while changing identities. This new chapter explores another challenge involving the same themes.,7.98,16416
211,The Departed The Return,Crime Drama Thriller,police mafia undercover crime,Leonardo DiCaprio|Matt Damon|Jack Nicholson,Martin Scorsese,An undercover police officer and a criminal informant work inside rival organizations. This new chapter explores another challenge involving the same themes.,8.35,16867
212,Fight Club The Return,Drama Thriller,identity rebellion friendship underground,Brad Pitt|Edward Norton|Helena Bonham Carter,David Fincher,A dissatisfied worker forms an underground club that grows beyond control. This new chapter explores another challenge involving the same themes.,8.67,17276
213,The Prestige The Return,Drama Mystery Sci-Fi,magic rivalry illusion obsession,Christian Bale|Hugh Jackman|Scarlett Johansson,Christopher Nolan,Two rival magicians become obsessed with creating the perfect illusion. This new chapter explores another challenge involving the same themes.,8.39,17175
214,Memento The Return,Mystery Thriller Drama,memory detective revenge crime,Guy Pearce|Carrie-Anne Moss|Joe Pantoliano,Christopher Nolan,A man with short-term memory loss investigates a mysterious crime. This new chapter explores another challenge involving the same themes.,8.26,17202
215,The Truman Show The Return,Comedy Drama Sci-Fi,television reality life mystery,Jim Carrey|Laura Linney|Ed Harris,Peter Weir,A man slowly discovers that his entire life is being filmed for television. This new chapter explores another challenge involving the same themes.,8.08,17186
216,Back to the Future The Return,Adventure Comedy Sci-Fi,time travel car teenager,Michael J Fox|Christopher Lloyd|Lea Thompson,Robert Zemeckis,A teenager travels through time using a modified car. This new chapter explores another challenge involving the same themes.,8.35,17552
217,Alien The Return,Horror Sci-Fi Thriller,space creature survival crew,Sigourney Weaver|Tom Skerritt|John Hurt,Ridley Scott,A space crew encounters a deadly creature aboard their spacecraft. This new chapter explores another challenge involving the same themes.,8.37,17706
218,Edge of Tomorrow The Return,Action Sci-Fi,time loop alien war soldier,Tom Cruise|Emily Blunt|Bill Paxton,Doug Liman,A soldier relives the same battle repeatedly while fighting an alien invasion. This new chapter explores another challenge involving the same themes.,7.79,17350
219,Pacific Rim The Return,Action Sci-Fi Adventure,robots monsters ocean battle,Charlie Hunnam|Idris Elba|Rinko Kikuchi,Guillermo del Toro,Giant robots fight enormous creatures emerging from the ocean. This new chapter explores another challenge involving the same themes.,6.76,16612
220,Men in Black The Return,Action Comedy Sci-Fi,aliens secret agents government,Will Smith|Tommy Lee Jones|Linda Fiorentino,Barry Sonnenfeld,Secret agents protect Earth from hidden alien activity. This new chapter explores another challenge involving the same themes.,7.18,7106
221,E.T. The Return,Adventure Sci-Fi Family,alien friendship children space,Henry Thomas|Drew Barrymore|Dee Wallace,Steven Spielberg,A child helps a stranded alien return home. This new chapter explores another challenge involving the same themes.,7.75,7727
222,Toy Story The Return,Animation Comedy Adventure,toys friendship childhood,Tom Hanks|Tim Allen|Don Rickles,John Lasseter,Living toys learn about friendship when a new toy arrives. This new chapter explores another challenge involving the same themes.,8.17,8221
223,Finding Nemo The Return,Animation Adventure Comedy,ocean fish family friendship,Albert Brooks|Ellen DeGeneres|Alexander Gould,Andrew Stanton,A father fish crosses the ocean to find his missing son. This new chapter explores another challenge involving the same themes.,8.09,8290
224,The Lion King The Return,Animation Adventure Drama,lion family kingdom friendship,Matthew Broderick|Jeremy Irons|James Earl Jones,Roger Allers,A young lion learns to accept his responsibility as king. This new chapter explores another challenge involving the same themes.,8.36,8656
225,Coco The Return,Animation Adventure Fantasy,music family mexico memory,Anthony Gonzalez|Gael Garcia Bernal|Benjamin Bratt,Lee Unkrich,A young musician enters the world of the dead to discover his family history. This new chapter explores another challenge involving the same themes.,8.28,8725
226,Inside Out The Return,Animation Comedy Drama,emotions childhood family,Amy Poehler|Phyllis Smith|Bill Hader,Pete Docter,A girl's emotions help her adapt to a major change in her life. This new chapter explores another challenge involving the same themes.,7.95,8582
227,Up The Return,Animation Adventure Comedy,house journey friendship,Ed Asner|Christopher Plummer|Jordan Nagai,Pete Docter,An elderly man travels to a distant place with a young companion. This new chapter explores another challenge involving the same themes.,8.17,8906
228,Ratatouille The Return,Animation Comedy Drama,cooking chef paris food,Patton Oswalt|Ian Holm|Lou Romano,Brad Bird,A talented rat dreams of becoming a chef in Paris. This new chapter explores another challenge involving the same themes.,7.99,8890
229,Avatar The Beginning,Action Adventure Fantasy,alien planet space survival,Sam Worthington|Zoe Saldana|Sigourney Weaver,James Cameron,A marine joins an alien world and fights to protect its people. This new chapter explores another challenge involving the same themes.,7.61,8704
230,Titanic The Beginning,Drama Romance,love ship ocean tragedy,Leonardo DiCaprio|Kate Winslet|Billy Zane,James Cameron,A young couple falls in love aboard a famous ocean liner. This new chapter explores another challenge involving the same themes.,7.73,8943
231,The Avengers The Beginning,Action Adventure Sci-Fi,superhero marvel team alien,Robert Downey Jr|Chris Evans|Scarlett Johansson,Joss Whedon,Superheroes join forces to protect Earth from a powerful enemy. This new chapter explores another challenge involving the same themes.,7.8,9140
232,Iron Man The Beginning,Action Adventure Sci-Fi,superhero technology armor marvel,Robert Downey Jr|Gwyneth Paltrow|Jeff Bridges,Jon Favreau,A genius inventor creates a powerful armored suit. This new chapter explores another challenge involving the same themes.,7.72,9209
233,Interstellar The Beginning,Sci-Fi Drama Adventure,space astronaut planet time,Matthew McConaughey|Anne Hathaway|Jessica Chastain,Christopher Nolan,Astronauts travel through space searching for a new home for humanity. This new chapter explores another challenge involving the same themes.,8.54,10042
234,Inception The Beginning,Action Sci-Fi Thriller,dream heist mind technology,Leonardo DiCaprio|Joseph Gordon-Levitt|Tom Hardy,Christopher Nolan,A skilled thief enters dreams to steal valuable information. This new chapter explores another challenge involving the same themes.,8.61,10239
235,The Dark Knight The Beginning,Action Crime Drama,batman joker superhero crime,Christian Bale|Heath Ledger|Gary Oldman,Christopher Nolan,Batman faces a dangerous criminal who creates chaos in Gotham. This new chapter explores another challenge involving the same themes.,8.83,10563
236,Jurassic Park The Beginning,Adventure Sci-Fi Thriller,dinosaurs island science survival,Sam Neill|Laura Dern|Jeff Goldblum,Steven Spielberg,Scientists create a dinosaur park that becomes dangerously uncontrollable. This new chapter explores another challenge involving the same themes.,8.0,9995
237,The Matrix The Beginning,Action Sci-Fi Thriller,computer virtual reality hacker,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss,The Wachowskis,A computer hacker discovers that reality is a sophisticated simulation. This new chapter explores another challenge involving the same themes.,8.52,10574
238,Guardians of the Galaxy The Beginning,Action Adventure Sci-Fi Comedy,space superhero marvel team,Chris Pratt|Zoe Saldana|Dave Bautista,James Gunn,A group of unusual heroes protects the galaxy from a powerful threat. This new chapter explores another challenge involving the same themes.,7.84,10133
239,Doctor Strange The Beginning,Action Adventure Fantasy,magic superhero marvel multiverse,Benedict Cumberbatch|Rachel McAdams|Chiwetel Ejiofor,Scott Derrickson,A surgeon learns mystical powers and protects reality from magical threats. This new chapter explores another challenge involving the same themes.,7.31,9819
240,Black Panther The Beginning,Action Adventure Sci-Fi,superhero wakanda africa marvel,Chadwick Boseman|Michael B Jordan|Lupita Nyongo,Ryan Coogler,A new king protects Wakanda from an ambitious rival. This new chapter explores another challenge involving the same themes.,7.13,9803
241,The Lord of the Rings The Beginning,Adventure Fantasy Drama,magic ring middle earth quest,Elijah Wood|Ian McKellen|Viggo Mortensen,Peter Jackson,A young hobbit begins a dangerous quest to destroy a powerful ring. This new chapter explores another challenge involving the same themes.,8.6,11190
242,Harry Potter The Beginning,Adventure Fantasy Family,magic wizard school friendship,Daniel Radcliffe|Emma Watson|Rupert Grint,Chris Columbus,A young wizard begins his education at a magical school. This new chapter explores another challenge involving the same themes.,7.42,10324
243,Star Wars The Beginning,Action Adventure Sci-Fi,space jedi rebellion empire,Mark Hamill|Harrison Ford|Carrie Fisher,George Lucas,A young hero joins a rebellion against a powerful space empire. This new chapter explores another challenge involving the same themes.,8.44,11328
244,Dune The Beginning,Sci-Fi Adventure Drama,desert space politics prophecy,Timothee Chalamet|Zendaya|Rebecca Ferguson,Denis Villeneuve,A young noble enters a dangerous desert world filled with political conflict. This new chapter explores another challenge involving the same themes.,7.81,10929
245,The Martian The Beginning,Sci-Fi Adventure Drama,mars astronaut survival space,Matt Damon|Jessica Chastain|Jeff Daniels,Ridley Scott,An astronaut stranded on Mars uses science and determination to survive. This new chapter explores another challenge involving the same themes.,7.83,11083
246,Gravity The Beginning,Sci-Fi Thriller Drama,space astronaut survival,Sandra Bullock|George Clooney|Ed Harris,Alfonso Cuaron,Astronauts struggle to survive after an accident in orbit. This new chapter explores another challenge involving the same themes.,7.5,10940
247,Top Gun Maverick The Beginning,Action Drama,fighter pilot aviation military,Tom Cruise|Miles Teller|Jennifer Connelly,Joseph Kosinski,An experienced pilot trains a new generation for a dangerous mission. This new chapter explores another challenge involving the same themes.,8.02,11519
248,John Wick The Beginning,Action Thriller Crime,assassin revenge gunfight,Keanu Reeves|Ian McShane|Willem Dafoe,Chad Stahelski,A retired assassin returns to action after a personal loss. This new chapter explores another challenge involving the same themes.,7.24,10993
249,Mad Max Fury Road The Beginning,Action Adventure Sci-Fi,desert survival chase dystopia,Tom Hardy|Charlize Theron|Nicholas Hoult,George Miller,A group escapes across a dangerous post-apocalyptic desert. This new chapter explores another challenge involving the same themes.,7.91,11699
250,The Hunger Games The Beginning,Action Adventure Sci-Fi Drama,dystopia survival competition rebellion,Jennifer Lawrence|Josh Hutcherson|Woody Harrelson,Gary Ross,A young woman enters a dangerous televised survival competition. This new chapter explores another challenge involving the same themes.,7.03,11088
